-3.5376 , 0.639553 , -1.37678
-3.70695 , 0.66904 , -1.38125
-3.94686 , 0.705947 , -1.41908
-4.1806 , 0.744893 , -1.44477
-4.4161 , 0.784772 , -1.463
-4.70664 , 0.831313 , -1.49967
-5.00006 , 0.879487 , -1.52686
-5.39542 , 0.941408 , -1.58932
-5.79491 , 1.00601 , -1.63871
-6.18709 , 1.07131 , -1.67095
-6.71279 , 1.15567 , -1.74048
-7.25076 , 1.24392 , -1.79576
-7.93297 , 1.35316 , -1.88164
-8.67705 , 1.47447 , -1.96303
-9.57677 , 1.62141 , -2.06632
-10.5859 , 1.78721 , -2.16888
-11.8598 , 1.99545 , -2.30721
-13.3608 , 2.2428 , -2.45753
-15.4283 , 2.58044 , -2.6873
-38.5584 , 6.34831 , -5.28178
-37.2452 , 6.25228 , -4.39823
-12.9643 , 2.99068 , 2.65653
-13.4139 , 3.12087 , 2.95988
-9.20758 , 2.29478 , 2.55445
-8.82818 , 2.24355 , 2.66459
-8.68759 , 2.24164 , 2.80819
-8.44078 , 2.21527 , 2.92535
-8.25898 , 2.20233 , 3.04985
-8.00964 , 2.17434 , 3.15205
-3.99202 , 1.30138 , 2.23938
-3.93962 , 1.30316 , 2.31062
-4.97006 , 1.55345 , 2.71162
-4.89081 , 1.55175 , 2.79305
-8.10492 , 2.3283 , 4.00865
-8.02913 , 2.33753 , 4.15386
-4.74821 , 1.56912 , 3.06248
-4.60971 , 1.55299 , 3.11478
-4.48953 , 1.54005 , 3.17065
-6.44052 , 2.05054 , 4.1518
-6.55002 , 2.10263 , 4.35318
-4.40757 , 1.57125 , 3.45454
-6.49295 , 2.1379 , 4.63707
-5.79935 , 1.97766 , 4.42479
-6.36488 , 2.15409 , 4.88852
-6.68859 , 2.26954 , 5.24074
-4.2333 , 1.61437 , 3.92146
-4.08154 , 1.58967 , 3.94317
-3.29725 , 1.38371 , 3.54281
-3.42004 , 1.43525 , 3.72565
-3.79833 , 1.56349 , 4.0997
-2.97646 , 1.33698 , 3.60964
-3.37631 , 1.47386 , 4.01478
-2.94992 , 1.36086 , 3.78693
-2.95951 , 1.37995 , 3.89795
-2.98867 , 1.40601 , 4.02927
-3.88683 , 1.71387 , 4.93696
-5.88941 , 2.3944 , 6.92472
-3.01935 , 1.47174 , 4.40079
-2.95829 , 1.47071 , 4.46375
-2.96474 , 1.49222 , 4.59522
-2.8678 , 1.47895 , 4.62178
-2.94044 , 1.52609 , 4.8332
-2.84046 , 1.51176 , 4.85827
-2.77777 , 1.51123 , 4.92556
-2.7814 , 1.53676 , 5.07473
-2.6668 , 1.51681 , 5.08007
-2.67153 , 1.54233 , 5.238
-2.62986 , 1.55154 , 5.34233
-1.22329 , 1.00191 , 3.50149
-1.16897 , 0.994694 , 3.51642
-1.08714 , 0.976123 , 3.48919
-1.08458 , 0.989959 , 3.58432
-1.06936 , 1.00039 , 3.66296
-1.17366 , 1.06546 , 3.95339
-0.91493 , 0.963352 , 3.60811
-0.868481 , 0.959283 , 3.63387
-1.0259 , 1.05602 , 4.05914
-0.946432 , 1.03747 , 4.0343
-0.967384 , 1.07072 , 4.22022
-2.3172 , 1.83085 , 7.43787
-2.17719 , 1.80424 , 7.42625
-1.01736 , 1.18146 , 4.8516
-0.960629 , 1.17995 , 4.90705
-0.866374 , 1.1553 , 4.86033
-0.74221 , 1.10988 , 4.71876
-0.635691 , 1.07378 , 4.6112
-0.519916 , 1.02824 , 4.45393
-0.514845 , 1.06155 , 4.67127
-0.388987 , 1.00405 , 4.45321
-0.793681 , 1.38644 , 6.3861
-0.742632 , 1.41227 , 6.60209
-0.358401 , 1.12316 , 5.23137
-0.285385 , 1.11267 , 5.24781
-0.21757 , 1.10917 , 5.30186
-0.0862824 , 1.02615 , 4.93682
-0.212479 , 1.28542 , 6.41121
-0.137581 , 1.30113 , 6.59168
-0.048097 , 1.30001 , 6.68309
-3.43464 , 0.74495 , -1.39414
-3.60167 , 0.778452 , -1.40182
-3.80574 , 0.818061 , -1.42432
-4.04506 , 0.863784 , -1.45947
-4.28736 , 0.909793 , -1.48668
-4.54043 , 0.96013 , -1.51094
-4.82196 , 1.01447 , -1.53976
-5.17795 , 1.08219 , -1.59309
-5.56373 , 1.15519 , -1.64644
-5.93464 , 1.22773 , -1.67915
-6.39976 , 1.31739 , -1.73682
-6.91505 , 1.41694 , -1.79667
-7.51686 , 1.53314 , -1.86949
-8.24413 , 1.67181 , -1.96363
-9.07043 , 1.83068 , -2.06353
-9.98657 , 2.00913 , -2.16119
-11.0884 , 2.22307 , -2.27915
-12.4815 , 2.49281 , -2.43574
-14.2079 , 2.82779 , -2.62541
-16.3829 , 3.25154 , -2.85735
-36.4854 , 7.19219 , -4.82105
-41.7682 , 8.29641 , -4.90339
-12.6156 , 3.29045 , 2.44613
-12.0312 , 3.19297 , 2.60872
-11.7635 , 3.16572 , 2.79722
-9.57116 , 2.68134 , 2.6663
-9.61213 , 2.72079 , 2.85827
-9.47801 , 2.71761 , 3.01843
-8.58143 , 2.52616 , 3.00974
-4.07549 , 1.43347 , 2.11781
-3.93086 , 1.41114 , 2.16775
-3.85267 , 1.40385 , 2.23114
-3.99656 , 1.45418 , 2.35759
-4.30399 , 1.54858 , 2.54166
-4.16437 , 1.52617 , 2.59032
-7.45324 , 2.41949 , 3.84378
-4.7287 , 1.70885 , 2.9893
-4.6913 , 1.71572 , 3.08233
-4.54456 , 1.69245 , 3.13028
-3.70543 , 1.47398 , 2.87199
-4.28791 , 1.65345 , 3.22872
-3.86263 , 1.54754 , 3.13004
-4.32438 , 1.69774 , 3.45951
-11.2216 , 3.74278 , 7.18536
-3.91012 , 1.60872 , 3.45445
-11.0474 , 3.77616 , 7.63556
-4.15957 , 1.71885 , 3.81403
-4.07549 , 1.71005 , 3.87717
-3.52762 , 1.55745 , 3.63905
-3.18259 , 1.46445 , 3.51174
-3.20842 , 1.48755 , 3.62774
-3.68512 , 1.65944 , 4.07434
-4.52606 , 1.95502 , 4.82398
-5.65375 , 2.35461 , 5.84896
-2.98219 , 1.47738 , 3.86429
-2.92304 , 1.47338 , 3.92078
